AccountID,CustomerID,ProductID,BranchID,OpenDateKey,Balance,Status,InterestRate
80,1233,2,109,20240810,419921.83,Active,6.15
81,755,8,110,20230701,-5505169.92,Active,15.02
82,1353,4,101,20241212,-7890142.17,Active,15.68
83,35,6,101,20231016,-7758300.73,Active,14.02
84,479,10,108,20240327,10304047.18,Active,0.0
85,877,8,102,20231118,-5887508.06,Active,10.7
86,294,9,110,20241110,-6289652.45,Active,13.87
87,1020,2,105,20231006,1248698.81,Closed,7.48
88,957,3,108,20230817,1432621.78,Active,5.17
89,499,4,103,20241013,-6038357.54,Active,13.45
90,891,1,103,20230307,1393576.21,Active,4.47
91,575,4,105,20230906,-5344164.82,Active,15.64
92,1363,3,109,20230710,950688.74,Active,5.21
93,682,4,110,20230817,-6142382.22,Active,13.01
94,773,7,109,20240426,-289874.4,Active,31.87
95,531,2,105,20230322,132432.83,Active,3.4
96,1920,4,102,20240323,-4604070.13,Active,9.46
97,779,10,101,20240611,8114573.39,Active,0.0
98,795,7,106,20240511,-231384.27,Dormant,38.36
99,259,9,110,20230212,-4746669.07,Active,9.3
100,1746,8,106,20240516,-1200371.25,Dormant,15.57
101,1024,8,103,20231215,-4831650.04,Active,9.59
102,1642,1,110,20230921,480888.9,Active,5.26
103,561,10,108,20240523,15961388.27,Active,0.0
104,1980,7,101,20231006,-294342.84,Dormant,30.0
105,432,4,101,20240522,-7389104.95,Dormant,14.32
106,1490,7,105,20230914,-295316.86,Dormant,35.87
107,45,9,107,20230221,-2732410.67,Closed,13.58
108,1552,7,107,20230227,-21546.97,Active,37.08
109,1891,4,109,20240513,-3180491.01,Active,9.48
110,1189,1,105,20230215,686841.22,Active,3.74
111,1426,8,105,20240830,-7182883.79,Active,10.07
112,401,1,106,20240128,1089210.31,Active,5.59
113,1759,3,107,20240717,1425646.83,Dormant,4.92
114,1897,1,102,20240812,534020.2,Closed,5.13
115,241,9,106,20230601,-4767469.5,Active,15.77
116,828,4,101,20230818,-994480.21,Active,11.47
117,1221,3,107,20231027,1163998.86,Active,7.46
118,184,8,107,20240601,-2237967.52,Active,13.4
119,246,2,102,20230402,183955.29,Dormant,5.89
120,461,1,110,20240111,859899.88,Active,5.58
121,1527,2,110,20230709,272463.79,Active,5.18
122,889,5,110,20230929,-1045629.68,Active,10.94
123,1766,9,103,20230210,-3272377.59,Active,13.76
124,1675,9,109,20231221,-3934077.94,Active,12.39
125,1462,2,104,20230205,1448555.88,Active,7.04
126,1227,3,101,20240309,832527.93,Active,6.6
127,264,10,104,20240420,16489692.26,Active,0.0
128,1543,1,102,20230808,1469912.72,Active,5.28
129,1115,3,107,20230410,1465677.55,Active,5.96
130,95,9,105,20240123,-5290302.75,Active,11.84
131,1424,6,109,20240228,-7290726.1,Active,15.98
132,1046,4,102,20230511,-5317805.12,Active,8.84
133,291,5,104,20230803,-7661512.28,Active,13.02
134,736,5,103,20231002,-5846380.01,Active,11.67
135,534,7,103,20231001,-120017.81,Active,25.5
136,872,3,109,20240923,306440.58,Active,5.83
137,1297,4,106,20240727,-4530955.14,Active,13.36
138,336,7,103,20240624,-94908.1,Active,38.18
139,1975,10,104,20240211,2399352.63,Active,0.0
140,1124,7,102,20231114,-98807.25,Dormant,25.6
141,1594,5,103,20231230,-6957400.2,Active,10.19
142,773,4,107,20230206,-7616673.74,Active,14.37
143,1079,5,110,20240730,-6579678.83,Active,12.17
144,1435,10,105,20230711,14012784.68,Dormant,0.0
145,350,6,107,20230111,-1486346.25,Active,14.55
146,1616,9,109,20240731,-4777204.98,Active,14.87
147,262,5,101,20230815,-5508933.87,Active,13.85
148,293,7,110,20231106,-220626.71,Active,24.95
149,1996,6,104,20230923,-5441811.04,Active,11.64
150,899,6,108,20240706,-4042722.5,Active,10.57
151,1929,4,105,20230906,-5103300.22,Active,9.15
152,1579,6,102,20241013,-5095679.61,Active,9.08
153,192,3,110,20240221,87059.87,Active,6.35
154,1010,1,107,20240725,1015872.56,Active,7.2
155,1020,9,109,20230814,-5598161.53,Active,11.54
156,1866,1,107,20230821,1054184.98,Active,6.37
157,1514,9,110,20230611,-386730.05,Active,11.86
158,1906,9,104,20240724,-1439772.85,Active,11.25
159,724,1,107,20240810,743766.28,Closed,3.77
160,693,4,109,20230122,-6813677.55,Active,14.93
161,990,5,105,20230406,-1743874.26,Active,14.04
162,446,5,109,20240917,-6614532.73,Active,8.77
163,1266,8,101,20230927,-2878165.31,Active,13.12
164,725,2,101,20240806,525232.83,Active,6.25
165,19,2,107,20241001,738577.13,Active,3.38
166,315,7,102,20240725,-273932.73,Active,24.12
167,513,4,108,20240915,-3193102.67,Active,10.74
168,374,9,105,20230515,-914125.19,Dormant,11.79
169,332,3,106,20231102,1120889.54,Dormant,3.03
170,1453,4,102,20240526,-1557058.2,Active,8.8
171,1524,6,101,20230209,-1324484.38,Active,9.99
172,1363,5,102,20231017,-3397707.82,Active,12.63
173,1463,3,106,20230901,1126883.77,Active,6.51
174,1487,7,103,20240320,-32919.84,Active,25.94
175,319,6,109,20230617,-158509.19,Active,13.63
176,1700,6,107,20230209,-7812686.29,Active,14.03
177,593,5,108,20240522,-706788.43,Active,11.72
178,1494,9,103,20240507,-2033260.95,Dormant,14.25
179,1436,4,107,20230427,-1627379.05,Active,13.8
180,1436,9,110,20230517,-1490446.58,Active,15.94
181,1300,3,104,20230508,181571.32,Active,4.81
182,394,3,107,20230803,27474.36,Dormant,3.9
183,779,7,109,20241204,-91933.78,Active,35.4
184,689,7,108,20240805,-18404.92,Active,31.69
185,226,5,106,20231109,-2280419.73,Active,11.13
186,656,1,103,20241005,62292.8,Active,3.23
187,435,5,108,20240521,-2277266.86,Active,13.05
188,517,8,106,20231212,-2707543.07,Active,9.34
189,1399,9,103,20231020,-2683133.28,Active,14.06
190,1595,10,109,20240711,15315488.29,Active,0.0
191,1197,7,102,20240323,-266158.14,Active,26.35
192,247,1,110,20231012,1452526.94,Active,6.98
193,396,8,102,20230317,-645292.83,Active,12.6
194,1486,8,104,20230510,-4291782.56,Active,9.65
195,857,9,105,20240601,-7138113.89,Dormant,14.2
196,1148,6,106,20230314,-3615433.65,Dormant,13.88
197,139,8,107,20230929,-4213913.96,Active,15.64
198,342,10,105,20241210,17569302.58,Active,0.0
199,1160,1,104,20240103,1111332.08,Active,4.79
200,1783,9,102,20241129,-1365869.85,Active,14.13
201,1597,7,107,20240125,-182165.51,Active,27.72
202,1172,4,110,20240113,-5588937.89,Active,15.09
203,933,9,109,20231011,-2107735.21,Active,14.89
204,550,9,102,20230213,-1410317.32,Active,8.84
205,81,3,105,20240709,1390944.69,Active,4.22
206,1316,4,104,20241215,-4300029.65,Active,8.51
207,1240,6,106,20230111,-711806.94,Active,13.79
208,1479,3,107,20231213,1347605.3,Closed,4.33
209,1282,1,106,20240112,329700.11,Active,7.34
210,1990,1,109,20231017,986319.07,Dormant,6.91
211,1195,2,107,20240603,1418538.8,Active,4.16
212,1238,9,104,20241224,-6543933.89,Active,10.15
213,1192,7,103,20230404,-133816.77,Active,37.14
214,304,8,102,20240930,-3992891.35,Active,11.95
215,361,4,110,20230507,-3949621.15,Active,13.97
216,44,5,103,20240310,-7087761.69,Active,14.63
217,385,2,103,20241118,109000.99,Dormant,4.1
218,1988,7,102,20231121,-217292.08,Active,26.47
219,25,10,102,20240727,9757940.68,Dormant,0.0
220,1564,1,103,20230110,373266.07,Active,3.38
221,1285,10,101,20240808,19913810.64,Active,0.0
222,1111,6,102,20231122,-1658457.06,Active,12.1
223,910,3,105,20241226,498302.72,Active,3.7
224,1418,5,109,20231026,-1028450.35,Active,14.69
225,608,2,109,20230712,1329798.85,Active,4.87
226,460,1,104,20230430,641276.01,Active,3.66
227,463,7,102,20240815,-147546.17,Active,41.83
228,1959,5,106,20230225,-656505.03,Active,11.0
229,1894,2,101,20240617,907155.07,Active,3.8
230,1229,3,107,20241102,226179.83,Active,6.0
231,1675,5,106,20230209,-7009447.24,Active,10.53
232,756,5,102,20240121,-6321406.2,Closed,14.96
233,1593,3,106,20230617,222522.49,Active,5.01
234,2000,8,102,20240708,-949654.07,Active,11.71
235,297,2,106,20231216,1492162.75,Active,3.82
236,654,8,107,20230616,-3876243.97,Active,15.8
237,1304,6,103,20230910,-6427020.38,Active,13.4
238,858,9,108,20240305,-4333040.56,Active,12.19
239,472,7,102,20231009,-174289.18,Active,31.59
240,1421,4,102,20240703,-1919784.9,Closed,8.52
241,36,6,109,20230205,-3817714.48,Active,9.5
242,1867,6,106,20240209,-6797574.42,Active,15.0
243,604,8,103,20241211,-6690256.07,Dormant,12.64
244,863,4,104,20240408,-6631183.37,Active,8.92
245,1971,3,107,20230927,1099889.2,Active,6.13
246,111,2,110,20230713,111581.67,Dormant,6.77
247,62,3,106,20240111,212774.96,Active,4.1
248,1703,7,103,20230815,-229625.31,Active,32.46
249,1081,5,108,20230401,-3321603.74,Active,11.03
250,1424,1,105,20240211,167788.73,Active,3.27
251,1238,3,109,20240702,241362.83,Active,4.78
252,1942,8,109,20240103,-5705683.79,Active,10.44
253,627,4,107,20241003,-7455029.36,Active,10.54
254,774,3,104,20230922,601203.23,Active,3.25
255,1685,9,110,20240703,-6741618.27,Active,14.62
256,642,7,107,20241124,-49447.31,Active,38.46
257,399,5,102,20230204,-879980.49,Active,11.22
258,688,1,104,20240508,424028.19,Active,5.44
259,1223,1,105,20231110,282427.97,Dormant,3.91
260,493,5,102,20230812,-7814472.02,Active,12.74
261,1619,8,101,20230926,-431988.76,Active,9.2
262,731,5,107,20240421,-4026717.86,Active,10.86
263,729,3,102,20230905,497645.96,Active,7.03
264,1029,3,101,20230417,881176.09,Active,4.72
265,1745,1,105,20230524,242673.28,Active,6.07
266,1282,2,104,20241004,1326718.7,Active,6.63
267,1575,3,109,20230323,774934.9,Active,6.28
268,1906,6,108,20241120,-6293547.28,Active,11.04
269,1753,7,101,20230423,-267203.98,Active,37.94
270,428,10,110,20240604,2337458.08,Active,0.0
271,1019,2,101,20231123,214791.16,Active,6.92
272,1985,2,108,20240715,142076.88,Dormant,4.41
273,331,2,105,20240324,865190.92,Active,4.59
274,1456,8,105,20240621,-7889839.31,Active,15.84
275,906,3,102,20241214,1457549.29,Active,5.2
276,588,7,107,20240512,-257100.29,Active,40.51
277,752,9,110,20240329,-7618757.42,Active,11.3
278,1037,8,105,20240818,-7025398.55,Active,15.93
279,1319,1,104,20230303,1049918.2,Active,5.52
280,216,5,107,20231117,-1307736.14,Active,11.49
281,796,8,102,20240718,-2824056.8,Active,12.01
282,1676,8,102,20240711,-732289.24,Dormant,13.99
283,1890,7,107,20230627,-59841.3,Active,29.92
284,1238,8,104,20230803,-5633212.17,Active,12.07
285,79,9,103,20240413,-7590842.76,Active,9.59
286,1164,1,110,20240625,1161534.08,Active,3.28
287,1618,7,108,20231224,-64026.25,Active,27.81
288,1554,7,105,20230123,-75621.39,Active,27.17
289,561,7,102,20240925,-89501.04,Dormant,36.82
290,1075,4,105,20240210,-1513422.4,Dormant,8.9
291,878,6,105,20231005,-1358039.59,Active,11.12
292,974,9,103,20230504,-7726439.18,Dormant,11.78
293,1169,7,101,20230223,-168272.53,Active,40.09
294,1481,10,110,20231213,4043122.37,Dormant,0.0
295,1504,6,101,20240605,-1246524.92,Active,11.94
296,1771,6,102,20240423,-6346533.71,Active,13.55
297,1480,1,108,20230214,1415042.29,Active,6.86
298,1309,10,102,20240910,1393906.31,Active,0.0
299,1427,9,103,20240318,-4827499.71,Active,10.12
300,392,10,101,20231010,9571282.17,Active,0.0
301,629,9,102,20230630,-5609571.31,Active,13.37
302,841,6,106,20230131,-6634077.59,Closed,11.69
303,688,2,103,20230829,688776.52,Active,4.68
304,334,9,107,20240408,-3083428.42,Active,14.84
305,896,5,110,20230125,-7506317.19,Active,15.29
306,180,2,102,20240320,974787.25,Active,5.77
307,1017,10,109,20240801,2942700.77,Active,0.0
308,67,5,107,20230617,-1734375.46,Active,14.33
309,235,4,108,20240609,-7606884.39,Active,11.13
310,951,7,107,20240103,-2281.54,Active,30.74
311,581,5,105,20230416,-2493803.66,Dormant,15.27
312,1379,4,101,20240331,-7206488.66,Active,11.61
313,315,6,109,20230617,-6569273.4,Active,13.0
314,1965,10,107,20240910,6424862.27,Active,0.0
315,1320,7,101,20241005,-240399.49,Active,34.4
316,1304,7,103,20230109,-120935.71,Active,29.73
317,474,2,103,20240918,756881.31,Active,5.84
318,1727,5,109,20240922,-1314472.69,Active,10.92
319,53,7,101,20240729,-188668.24,Active,34.68
320,1450,9,102,20240624,-4595760.99,Active,8.69
321,930,6,103,20240111,-1955788.98,Active,15.23
322,1097,4,107,20240606,-6174613.1,Active,13.44
323,1915,3,101,20231017,957941.47,Active,5.61
324,941,10,102,20231213,3123378.01,Dormant,0.0
325,191,2,108,20230729,1267090.8,Active,7.11
326,207,8,101,20241022,-3339273.77,Active,12.15
327,431,7,107,20240907,-266914.06,Active,35.4
328,330,3,105,20230910,16200.3,Active,3.8
329,1243,1,102,20230506,1463897.9,Active,7.47
330,1258,10,109,20230705,622856.59,Active,0.0
331,250,4,110,20241031,-284964.18,Active,8.67
332,313,4,106,20241128,-962568.23,Active,10.13
333,451,2,103,20230711,402118.21,Closed,5.17
334,714,9,105,20231109,-3762997.8,Active,14.57
335,1939,7,104,20240825,-75027.94,Dormant,27.56
336,1470,5,107,20230603,-868012.08,Active,14.45
337,340,4,108,20240126,-3496099.79,Active,11.85
338,557,6,110,20230921,-905094.94,Active,11.37
339,723,6,102,20230218,-3622756.9,Closed,15.17
340,519,10,107,20240316,7690101.88,Active,0.0
341,1977,9,106,20230608,-3216538.01,Active,9.36
342,880,3,106,20240529,368731.9,Active,3.97
343,298,6,102,20240208,-126582.35,Active,13.66
344,438,8,110,20230112,-6372153.4,Active,15.24
345,790,5,110,20240515,-1736792.56,Active,10.13
346,1467,10,102,20240705,14561735.74,Active,0.0
347,892,6,106,20240807,-1625295.78,Active,8.87
348,96,5,107,20240503,-998109.23,Active,11.9
349,1211,7,104,20230625,-172924.15,Active,29.13
350,1754,10,101,20240310,22835257.01,Dormant,0.0
351,825,1,109,20230418,1377133.69,Active,3.18
352,143,8,102,20231130,-6647309.23,Active,11.61
353,650,6,107,20240102,-684149.31,Active,14.31
354,97,7,105,20240427,-208937.08,Dormant,32.18
355,1981,2,106,20240930,1406617.93,Active,3.46
356,1691,1,103,20240620,158598.41,Active,4.45
357,893,4,103,20240809,-749732.92,Active,13.93
358,1672,9,101,20240219,-7476177.33,Active,15.01
359,1608,1,102,20231107,72957.08,Active,4.37
360,1409,10,107,20240304,7112845.33,Active,0.0
361,944,2,103,20240111,479679.69,Active,3.67
362,1742,7,108,20230424,-200470.58,Active,33.39
363,979,8,105,20241009,-2609195.34,Active,13.98
364,541,5,102,20240519,-2856427.1,Active,14.77
365,1326,4,102,20230214,-647398.0,Active,12.21
366,1374,4,108,20241226,-6557165.98,Active,9.91
367,428,10,109,20230818,13091219.27,Closed,0.0
368,1452,8,103,20240227,-6790065.48,Active,9.29
369,1878,6,107,20230407,-7801764.23,Active,15.01
370,1598,7,104,20231216,-20591.79,Active,31.62
371,1949,10,102,20230720,4108598.48,Active,0.0
372,493,1,108,20231125,281357.62,Active,3.13
373,928,6,105,20230411,-990693.24,Active,12.63
374,435,3,107,20231003,753783.4,Active,5.29
375,559,6,102,20230127,-440618.49,Dormant,11.37
376,398,5,104,20230307,-3251402.22,Active,12.96
377,1011,9,107,20240616,-918017.26,Active,8.87
378,228,4,102,20240312,-472445.28,Active,8.77
379,135,9,102,20240629,-2239902.85,Active,15.12
380,829,7,107,20231006,-30391.28,Dormant,37.21
381,550,8,104,20230704,-1409681.5,Active,10.03
382,1446,10,105,20230715,18480115.63,Active,0.0
383,1435,10,108,20241022,18607723.38,Active,0.0
384,349,6,102,20240830,-1374831.36,Active,10.99
385,1971,1,108,20240418,642455.9,Closed,3.09
386,1805,2,103,20240308,1019125.21,Active,6.84
387,1986,8,110,20230429,-58001.46,Active,15.05
388,93,1,110,20230621,1020389.34,Active,4.31
389,1031,3,103,20240219,1163109.57,Active,3.45
390,688,8,108,20230317,-5891779.28,Active,15.92
391,997,5,106,20241213,-3697068.56,Active,14.71
392,684,9,110,20241220,-3900620.97,Active,10.52
393,1311,1,103,20240426,1467977.52,Active,6.85
394,291,6,108,20231231,-295692.17,Active,12.83
395,883,6,104,20231014,-5967702.7,Closed,9.95
396,1309,2,105,20240819,1315838.91,Dormant,6.05
397,921,9,103,20241119,-2159209.2,Dormant,13.59
398,801,10,107,20240218,23659029.25,Active,0.0
399,1187,9,106,20241218,-6681663.97,Active,9.42
400,1161,6,105,20240113,-926015.09,Dormant,8.56
401,302,8,103,20240111,-4209330.05,Active,10.67
402,334,5,108,20230206,-2341666.63,Active,14.5
403,84,4,105,20240226,-6612491.28,Active,9.43
404,11,7,106,20241105,-198075.99,Active,24.01
405,718,5,109,20230503,-5339341.69,Active,14.27
406,177,5,103,20230330,-7967518.34,Active,9.98
407,166,5,104,20240818,-305486.68,Active,15.5
408,1390,7,107,20230111,-119734.08,Dormant,40.27
409,1885,5,110,20230617,-2520349.62,Active,12.73
410,661,10,103,20241010,17241369.0,Active,0.0
411,1136,4,105,20230112,-2474718.97,Dormant,10.73
412,945,9,103,20240519,-3038929.25,Active,15.07
413,284,9,108,20231009,-5568360.44,Active,12.28
414,733,8,106,20231113,-3449969.91,Active,11.65
415,57,9,101,20230325,-7662059.44,Active,11.66
416,1260,5,104,20241026,-4663563.23,Active,11.3
417,1844,10,105,20240106,1811632.63,Active,0.0
418,1373,1,108,20240405,1211414.06,Active,6.94
419,112,2,101,20240505,405992.09,Active,7.44
420,1218,2,105,20240212,848599.66,Dormant,6.11
421,249,10,109,20240808,18614403.85,Active,0.0
422,296,9,108,20231218,-1134401.86,Active,15.21
423,317,5,105,20231009,-5767179.23,Active,15.52
424,1278,4,102,20230109,-583779.39,Dormant,9.65
425,1065,2,104,20230303,307236.19,Dormant,5.13
426,909,7,101,20230804,-277813.33,Active,29.4
427,377,4,109,20230930,-2119158.63,Active,13.1
428,1348,10,102,20240804,11092665.62,Active,0.0
429,1677,4,103,20230730,-4116544.23,Active,13.75
430,984,5,105,20241031,-5356907.46,Active,15.69
431,1368,5,107,20230621,-3117275.27,Active,14.5
432,1667,7,103,20240208,-8391.2,Active,32.23
433,23,10,105,20241108,1335046.79,Active,0.0
434,911,1,106,20240419,1444231.99,Active,5.11
435,568,1,103,20240413,537263.75,Active,6.85
436,715,9,107,20230304,-4128708.98,Active,9.81
437,1344,10,106,20240108,11757302.72,Active,0.0
438,1608,5,107,20230204,-592270.37,Active,14.79
439,1972,8,110,20231219,-5288825.89,Dormant,12.82
440,1589,9,105,20231104,-1078904.66,Closed,10.93
441,713,10,110,20240702,20832213.57,Active,0.0
442,1501,3,104,20240917,145714.12,Dormant,3.48
443,976,6,104,20240413,-7851560.75,Active,14.56
444,485,2,103,20230523,1092516.58,Closed,4.73
445,1890,2,101,20230814,918243.53,Dormant,3.52
446,150,8,106,20240924,-4871939.74,Dormant,14.81
447,658,2,108,20240305,567065.79,Active,7.45
448,410,4,105,20240830,-3954269.0,Active,13.59
449,1520,3,107,20240730,1220942.77,Active,6.64
450,1193,1,102,20230126,306105.88,Dormant,6.65
451,737,7,110,20230525,-163974.25,Active,25.3
452,1495,9,108,20240718,-1561588.36,Dormant,10.06
453,1026,6,106,20230113,-4966906.97,Active,12.69
454,138,8,107,20240901,-5022492.07,Active,15.05
455,261,9,105,20231023,-852258.38,Active,12.24
456,1108,6,101,20230514,-1830968.74,Dormant,15.55
457,515,7,106,20230928,-20385.85,Closed,39.69
458,154,9,110,20240818,-1969117.28,Active,12.38
459,640,7,110,20241119,-16994.46,Active,36.56
460,965,5,101,20241126,-306584.07,Active,11.66
461,1819,1,103,20240305,307145.73,Active,6.68
462,1552,1,104,20231116,740839.12,Active,6.63
463,1250,1,106,20230224,1471603.01,Active,7.27
464,1255,2,109,20230115,718678.46,Active,3.58
465,214,1,108,20240517,761898.79,Active,5.93
466,622,4,101,20231115,-7453409.95,Active,8.7
467,402,9,110,20241210,-6889341.05,Active,13.61
468,1132,8,101,20240502,-3127642.08,Active,11.33
469,1437,7,109,20231105,-41331.13,Dormant,31.88
470,1851,6,106,20230309,-1589482.75,Active,11.77
471,476,2,110,20230110,16064.43,Active,4.86
472,1655,9,110,20240417,-413948.77,Dormant,14.51
473,512,1,102,20241030,85925.23,Active,4.97
474,644,6,110,20230807,-5258911.17,Active,10.33
475,1242,7,108,20230305,-197274.85,Active,35.82
476,1922,9,104,20230307,-3984687.55,Active,14.01
477,1875,4,108,20240905,-5719414.18,Active,15.56
478,600,4,109,20241225,-7149178.89,Active,10.89
479,214,1,106,20230614,1350737.64,Active,6.17
480,573,2,104,20230726,1368161.77,Active,6.79
481,625,9,104,20240812,-1025847.0,Active,13.94
482,74,4,108,20240131,-5216769.29,Active,11.9
483,1022,1,105,20230315,417673.03,Dormant,4.73
484,174,1,105,20240324,1282006.78,Active,4.73
485,784,7,108,20241104,-13324.67,Active,27.7
486,883,9,101,20240307,-5300199.53,Active,8.73
487,1920,1,110,20240717,1131962.63,Dormant,4.51
488,538,10,104,20231209,19052679.31,Dormant,0.0
489,889,7,101,20240117,-242219.01,Closed,33.96
490,1910,5,109,20230111,-3734845.17,Active,12.79
491,1063,5,103,20240718,-7684424.81,Closed,12.0
492,488,3,101,20240708,421769.5,Active,6.07
493,512,9,105,20231110,-2733382.21,Active,11.46
494,741,5,105,20240205,-6270288.99,Active,14.58
495,255,5,110,20230803,-5303172.98,Dormant,14.77
496,909,8,101,20230413,-3547278.77,Closed,12.0
497,984,9,104,20240126,-3298456.56,Active,12.85
498,1838,10,109,20240219,8193650.09,Active,0.0
499,1569,5,105,20240329,-6958990.2,Active,9.45
500,301,10,101,20230427,6200475.12,Active,0.0
501,1038,8,110,20240319,-2572808.77,Active,12.65
502,1950,5,105,20240726,-178139.48,Dormant,14.84
503,1107,1,110,20240121,352810.59,Active,3.49
504,232,9,102,20240130,-1933980.75,Active,10.94
505,1685,7,102,20240212,-192566.11,Active,39.77
506,669,10,106,20240115,8707151.73,Active,0.0
507,964,5,110,20240408,-297701.37,Active,11.26
508,308,10,101,20230328,3102686.54,Active,0.0
509,1466,9,110,20240122,-5717079.9,Active,15.55
510,1194,1,103,20240512,572253.41,Active,7.49
511,159,4,110,20240412,-4052792.3,Active,12.81
512,857,9,102,20240724,-6788380.88,Active,12.46
513,968,9,109,20230223,-3556088.44,Dormant,10.52
514,601,4,106,20230123,-1982433.07,Active,14.26
515,934,6,102,20240809,-5559931.41,Closed,11.84
516,840,6,102,20231109,-2848277.64,Dormant,12.29
517,1339,8,110,20230923,-1881281.19,Active,14.4
518,1696,3,109,20240908,368170.95,Active,7.09
519,1364,3,110,20240220,391158.15,Active,4.29
520,167,7,107,20241016,-151507.78,Active,26.67
521,1806,4,103,20230118,-7017425.29,Active,8.62
522,540,9,108,20240310,-5955689.24,Active,9.45
523,884,1,103,20230403,1484910.29,Dormant,3.6
524,1882,7,107,20241119,-106310.33,Active,31.24
525,1459,5,102,20230407,-2727625.93,Active,14.69
526,1247,10,102,20241005,24856285.54,Active,0.0
527,727,8,107,20240711,-5065114.38,Active,14.06
528,1552,8,103,20230919,-5880872.92,Active,13.93
529,1680,9,102,20240911,-1260438.37,Active,8.56
530,1381,8,107,20240405,-2597473.16,Active,9.83
531,573,2,104,20240226,446725.45,Active,4.54
532,1838,9,110,20240829,-4090411.73,Active,15.46
533,787,6,103,20230517,-7630433.66,Closed,8.81
534,1808,4,107,20230111,-4177123.02,Active,12.81
