TransactionID,AccountID,DateKey,Channel,TxnType,Amount,IsFraudFlag
264,1176,20231101,Branch,EMI,33001.18,0
265,1979,20230412,ATM,Payment,207658.31,0
266,688,20240316,MobileApp,Payment,347291.96,0
267,3414,20230609,ATM,Withdrawal,183047.08,0
268,136,20240122,ATM,Payment,390966.87,0
269,2439,20240611,Branch,Fee,478736.8,0
270,2579,20240902,Branch,Deposit,339417.08,0
271,991,20240319,Branch,Fee,56913.08,0
272,3358,20231024,ATM,Payment,155438.49,0
273,2013,20240505,NetBanking,Payment,285831.78,0
274,48,20230123,POS,Deposit,260899.51,0
275,2501,20230712,ATM,Withdrawal,489447.82,0
276,3019,20241101,NetBanking,Payment,400583.56,0
277,2357,20240118,UPI,Fee,121254.32,0
278,3120,20231015,POS,Interest,161588.66,0
279,1702,20240510,POS,Payment,393779.56,0
280,338,20230509,NetBanking,Withdrawal,431535.99,0
281,692,20240521,ATM,Payment,384597.1,0
282,1234,20240723,MobileApp,Fee,389708.28,0
283,44,20240721,Branch,Fee,101475.91,0
284,66,20230709,UPI,Deposit,351615.19,0
285,1771,20230911,NetBanking,Interest,226695.98,0
286,3444,20230119,POS,Transfer,150622.9,0
287,2003,20240119,ATM,Interest,368799.08,0
288,1065,20240831,POS,Deposit,357227.85,0
289,2627,20240717,ATM,Deposit,200336.12,0
290,589,20231213,POS,Fee,374987.52,0
291,1815,20240226,NetBanking,Interest,431553.98,0
292,921,20240625,UPI,Withdrawal,152957.93,0
293,2354,20241129,MobileApp,EMI,9710.44,0
294,869,20230827,POS,Interest,335967.23,0
295,3241,20240915,POS,Transfer,87341.29,0
296,2843,20231110,ATM,Transfer,228391.13,0
297,3270,20230707,UPI,Deposit,445979.14,0
298,1972,20230107,ATM,Transfer,170259.42,0
299,3434,20230521,POS,Withdrawal,25331.76,0
300,1734,20240424,NetBanking,Deposit,422582.41,0
301,3106,20230823,MobileApp,Transfer,10917.24,0
302,1534,20231125,ATM,Fee,409484.01,0
303,991,20240621,ATM,Transfer,22506.71,0
304,1638,20240101,Branch,Withdrawal,124344.2,0
305,393,20241005,Branch,Payment,354380.02,0
306,1461,20231231,NetBanking,EMI,429613.81,0
307,2408,20230905,NetBanking,Fee,498833.69,0
308,623,20230705,ATM,Fee,408928.05,0
309,1397,20231115,MobileApp,Transfer,35696.09,0
310,641,20230226,NetBanking,Interest,186193.54,0
311,1314,20240529,ATM,EMI,400412.11,0
312,1992,20230121,UPI,Deposit,293232.63,0
313,3369,20240829,POS,Transfer,451718.99,0
314,3044,20240120,ATM,Fee,344322.89,0
315,1041,20230418,Branch,EMI,356504.01,0
316,1365,20230513,POS,Payment,429174.92,0
317,2033,20230603,Branch,Payment,216178.12,0
318,2110,20231021,POS,Fee,65817.32,0
319,1008,20240903,Branch,Interest,391938.61,0
320,1682,20231129,ATM,Interest,426051.86,0
321,2198,20230531,POS,Transfer,445899.48,0
322,973,20230213,NetBanking,Withdrawal,4728.14,0
323,1877,20230509,MobileApp,Deposit,156399.16,0
324,225,20241119,NetBanking,EMI,281232.27,0
325,3313,20230418,NetBanking,Fee,326100.31,0
326,1887,20230317,Branch,Transfer,95004.75,0
327,1731,20240709,Branch,EMI,21112.22,0
328,156,20240902,Branch,Deposit,39415.76,0
329,3090,20240828,MobileApp,Fee,48113.89,0
330,887,20240420,UPI,Withdrawal,242847.53,0
331,2052,20231224,UPI,Deposit,269019.7,0
332,1152,20240318,MobileApp,Fee,57378.63,0
333,2273,20241208,UPI,Deposit,203875.13,0
334,2899,20230319,UPI,Fee,176221.94,0
335,2806,20230430,NetBanking,Payment,465488.75,0
336,1436,20240722,POS,Deposit,330453.1,0
337,1640,20230426,UPI,EMI,379355.84,0
338,722,20241006,UPI,Deposit,6114.56,0
339,2927,20230929,MobileApp,Withdrawal,412078.59,0
340,2270,20230730,Branch,Fee,334415.38,0
341,1833,20240903,ATM,Fee,96658.4,0
342,1721,20231023,NetBanking,Deposit,233108.4,0
343,2968,20240209,POS,Interest,14486.28,0
344,204,20230124,MobileApp,EMI,221777.96,0
345,3114,20230509,UPI,EMI,314442.56,0
346,423,20230317,POS,Transfer,173405.06,0
347,2248,20231107,ATM,Payment,230779.15,0
348,1588,20240227,MobileApp,Transfer,282192.9,0
349,1553,20230601,UPI,EMI,361636.55,0
350,281,20240917,UPI,Transfer,381454.45,0
351,345,20230511,MobileApp,Transfer,177226.28,0
352,2740,20230122,UPI,Interest,182784.94,0
353,1244,20230512,ATM,Interest,44793.47,0
354,2564,20231029,POS,Payment,104833.58,0
355,67,20241202,POS,Deposit,67437.89,0
356,1418,20240220,MobileApp,Transfer,379235.03,0
357,3157,20240206,MobileApp,Fee,238461.14,0
358,76,20230311,POS,Withdrawal,49800.89,0
359,2283,20241215,MobileApp,Deposit,295992.15,0
360,1703,20230714,Branch,Transfer,141657.34,0
361,630,20240510,Branch,Interest,51837.86,0
362,236,20230716,ATM,Transfer,477656.93,0
363,1316,20240828,Branch,Fee,28995.96,0
364,2417,20230214,Branch,EMI,496764.58,0
365,2728,20240203,UPI,EMI,459209.49,0
366,2327,20240925,MobileApp,Payment,315585.59,0
367,2089,20231125,MobileApp,Withdrawal,154997.2,0
368,879,20241006,Branch,Withdrawal,399187.16,0
369,1019,20240708,UPI,Withdrawal,386246.26,0
370,123,20241103,UPI,Deposit,145595.74,0
371,2520,20240811,NetBanking,EMI,468425.52,0
372,2015,20230228,POS,Fee,139062.05,0
373,2328,20241105,UPI,Fee,206447.01,0
374,1693,20231122,MobileApp,Withdrawal,256041.13,0
375,798,20240722,NetBanking,Deposit,260982.29,0
376,643,20241010,ATM,Transfer,77685.93,0
377,2589,20240515,MobileApp,Deposit,2188.37,0
378,154,20241118,ATM,Withdrawal,448330.13,0
379,1525,20230801,MobileApp,Fee,234102.07,0
380,419,20230525,ATM,Transfer,39498.37,0
381,2310,20230515,POS,Deposit,413050.28,0
382,2116,20240901,POS,Withdrawal,386124.18,0
383,50,20230514,NetBanking,Deposit,206467.59,0
384,2907,20241031,UPI,Interest,57467.76,0
385,2373,20231003,ATM,Payment,263649.48,0
386,1129,20230613,MobileApp,Fee,307144.26,0
387,1564,20230324,ATM,Payment,41540.51,0
388,1602,20240813,UPI,Transfer,414580.98,0
389,1155,20230427,NetBanking,Transfer,77730.85,0
390,3274,20230723,NetBanking,Fee,277705.17,0
391,2230,20231120,MobileApp,Withdrawal,362121.03,0
392,1891,20241215,ATM,Payment,38497.03,0
393,928,20241030,Branch,Interest,417803.31,0
394,2184,20230104,Branch,Fee,76334.54,0
395,2586,20230612,UPI,Interest,60979.61,0
396,498,20240215,UPI,Interest,124343.34,0
397,27,20240625,MobileApp,Deposit,12351.19,0
398,3206,20240706,Branch,Interest,250730.19,0
399,509,20230826,Branch,Interest,290122.55,0
400,513,20230214,POS,Transfer,423514.75,0
401,2695,20241005,POS,EMI,71592.99,0
402,1992,20240325,MobileApp,EMI,276150.56,0
403,1186,20240323,Branch,Deposit,110300.18,0
404,382,20241221,ATM,Interest,34973.29,0
405,2304,20230826,POS,Deposit,156094.03,0
406,1401,20240525,Branch,Fee,351965.3,0
407,2606,20230609,Branch,Payment,436949.75,0
408,1269,20240317,NetBanking,Payment,19372.34,0
409,6,20230403,UPI,Fee,137517.75,0
410,1583,20240526,MobileApp,Deposit,148026.5,0
411,1880,20241224,UPI,Withdrawal,34697.56,0
412,1076,20231227,NetBanking,Interest,455221.42,0
413,1941,20240130,ATM,Interest,76317.85,0
414,1935,20230305,UPI,Transfer,395300.68,0
415,1097,20241015,Branch,Withdrawal,107475.8,0
416,1843,20230328,NetBanking,Transfer,309156.62,0
417,2152,20231010,MobileApp,Deposit,302173.88,0
418,2493,20230912,Branch,Fee,114456.8,0
419,2519,20230204,NetBanking,Deposit,92992.48,0
420,1231,20241212,Branch,Deposit,416744.49,0
421,688,20240216,MobileApp,Interest,404551.47,0
422,268,20231110,POS,Fee,278304.96,0
423,1625,20230402,ATM,Deposit,342754.0,0
424,110,20231111,UPI,EMI,203082.59,0
425,1668,20231103,Branch,Withdrawal,161127.37,0
426,1592,20231016,NetBanking,Deposit,30810.28,0
427,2135,20230830,MobileApp,Payment,299763.61,0
428,1551,20230506,POS,Fee,291980.71,0
429,1113,20240921,UPI,Transfer,258430.57,0
430,2661,20240208,ATM,Payment,404081.0,0
431,220,20230810,MobileApp,Interest,234320.8,0
432,1821,20241214,MobileApp,Interest,430825.13,0
433,1283,20240305,UPI,Transfer,297799.61,0
434,3342,20230713,Branch,Payment,263949.79,0
435,303,20240630,MobileApp,Deposit,286909.83,0
436,3409,20240304,Branch,Deposit,139088.19,0
437,381,20230118,NetBanking,Transfer,146932.96,0
438,3319,20240611,NetBanking,Transfer,424619.18,0
439,1145,20240105,ATM,Withdrawal,116723.43,0
440,1242,20240203,POS,EMI,365232.58,0
441,1403,20230808,NetBanking,Withdrawal,114483.01,0
442,1967,20230103,POS,Deposit,409289.9,0
443,1476,20240630,ATM,Deposit,438229.4,0
444,1275,20241226,UPI,Fee,398503.93,0
445,1576,20240704,POS,Payment,489975.37,0
446,1581,20240909,POS,Deposit,478626.71,0
447,2653,20230116,MobileApp,Withdrawal,51972.45,0
448,2327,20230202,NetBanking,Interest,213843.2,0
449,1119,20230108,UPI,Payment,358856.7,0
450,804,20240605,POS,Interest,280122.73,0
451,2155,20230317,MobileApp,Interest,164851.79,0
452,3423,20241201,UPI,Withdrawal,432891.8,0
453,1590,20240908,UPI,Payment,331924.34,0
454,321,20240310,ATM,Transfer,288295.82,0
455,3134,20230502,MobileApp,EMI,195319.41,0
456,1764,20240717,Branch,Transfer,181982.38,0
457,1957,20241022,ATM,Interest,159783.06,0
458,486,20240720,POS,Deposit,194351.73,0
459,1611,20241120,POS,Interest,293765.22,0
460,1520,20241005,NetBanking,Payment,151199.6,0
461,2428,20230623,UPI,Fee,298025.46,0
462,1213,20230124,POS,Fee,322979.51,0
463,21,20230709,ATM,EMI,358701.91,0
464,542,20240222,MobileApp,Fee,419980.0,0
465,2216,20230126,MobileApp,Payment,476886.94,0
466,619,20230614,NetBanking,Transfer,63158.98,0
467,2657,20241018,Branch,Transfer,12024.4,0
468,1596,20230912,Branch,Deposit,24050.43,0
469,3262,20230521,Branch,Fee,385381.9,0
470,3351,20230531,NetBanking,Payment,36992.41,0
471,2398,20230105,MobileApp,Withdrawal,280967.87,0
472,3160,20230503,POS,EMI,313437.04,0
473,360,20230918,ATM,Deposit,23534.7,0
474,2098,20230130,ATM,Fee,381914.38,0
475,1241,20240813,POS,Payment,416120.81,0
476,3131,20241023,POS,Fee,475060.89,0
477,3359,20240810,UPI,Interest,202499.02,0
478,2761,20230909,ATM,Deposit,30774.52,0
479,2168,20241211,Branch,Payment,338166.89,0
480,1910,20230324,POS,Withdrawal,314102.01,0
481,1487,20241007,NetBanking,Fee,209553.57,0
482,518,20230615,Branch,Interest,495658.35,0
483,573,20230904,Branch,Payment,106740.11,0
484,2979,20230828,MobileApp,Interest,143784.75,0
485,259,20240608,POS,Fee,313726.49,0
486,3394,20241017,Branch,Withdrawal,94872.69,0
487,477,20230615,POS,Fee,218237.34,0
488,2076,20231023,ATM,Transfer,456539.12,0
489,271,20240104,MobileApp,Interest,231274.48,0
490,3427,20240209,ATM,Withdrawal,112741.56,0
491,278,20240213,POS,EMI,367112.91,0
492,1407,20240522,ATM,Interest,449859.66,0
493,2602,20230601,MobileApp,Interest,227161.56,0
494,1559,20230522,UPI,Withdrawal,230601.58,0
495,3465,20240720,UPI,EMI,160507.0,0
496,764,20230521,NetBanking,Withdrawal,453508.03,0
497,1054,20230429,NetBanking,Transfer,341928.69,0
498,1018,20240912,POS,Fee,214659.38,0
499,2221,20231015,MobileApp,EMI,56571.51,0
500,476,20230430,Branch,Transfer,391598.52,0
501,190,20231108,MobileApp,Transfer,12251.66,0
502,101,20230106,NetBanking,EMI,249891.11,0
503,1368,20240128,NetBanking,Fee,173925.23,0
504,3202,20230911,POS,Deposit,385484.62,0
505,2862,20240629,ATM,Interest,240792.72,0
506,2498,20240129,Branch,Withdrawal,461154.94,0
507,2819,20240415,ATM,Deposit,356648.32,0
508,1599,20230331,ATM,Payment,84232.59,0
509,2968,20240830,MobileApp,Payment,362450.47,0
510,780,20240729,NetBanking,EMI,148548.66,0
511,28,20240703,ATM,EMI,159805.52,0
512,2415,20230308,UPI,Payment,234256.71,0
513,1866,20241004,UPI,Withdrawal,300861.99,0
514,2003,20230211,UPI,Transfer,381844.07,0
515,2636,20240723,ATM,Transfer,359933.85,0
516,350,20240702,Branch,Deposit,239794.19,0
517,1604,20231014,MobileApp,Deposit,109287.15,0
518,608,20241024,NetBanking,Payment,478925.1,0
519,1766,20240322,Branch,Deposit,80240.31,0
520,1195,20240324,POS,Interest,80267.82,0
521,3263,20241125,Branch,EMI,21576.31,0
522,1021,20230328,Branch,Fee,473871.71,0
523,2368,20230627,ATM,Fee,126447.79,0
524,571,20231229,UPI,Payment,111663.5,0
525,702,20230525,Branch,Deposit,443999.22,0
526,2137,20231218,UPI,Withdrawal,41703.95,0
527,941,20230814,POS,Payment,490796.78,0
528,1191,20230929,UPI,Transfer,74758.01,1
529,548,20230427,Branch,Deposit,308629.65,0
530,2255,20241023,NetBanking,Withdrawal,272430.51,0
531,2759,20231008,Branch,Payment,340971.01,0
532,2512,20240310,POS,Payment,381040.02,0
533,1621,20240924,NetBanking,Deposit,78589.38,0
534,1341,20240412,NetBanking,Transfer,45778.07,0
535,76,20240218,NetBanking,Deposit,16277.31,0
536,1244,20241020,POS,EMI,384314.89,0
537,528,20230907,MobileApp,Withdrawal,104074.82,0
538,860,20241220,MobileApp,Deposit,498016.66,0
539,986,20230313,NetBanking,Deposit,76855.01,0
540,946,20230407,Branch,Fee,452216.86,0
541,2797,20231016,ATM,Interest,319908.5,0
542,1872,20230225,NetBanking,Interest,102435.22,0
543,1781,20230617,UPI,Withdrawal,424725.4,0
544,2483,20231218,Branch,Interest,207829.87,0
545,508,20230619,MobileApp,Interest,449936.02,0
546,1580,20231020,UPI,Payment,363468.95,0
547,1019,20241120,ATM,Interest,817.35,0
548,1036,20240916,Branch,Deposit,194828.44,0
549,1081,20230720,UPI,Payment,2241.67,0
550,1178,20230821,NetBanking,Interest,367216.96,0
551,409,20240502,NetBanking,Fee,327978.5,0
552,1227,20240107,ATM,EMI,472690.88,0
553,697,20241101,UPI,Deposit,293215.63,0
554,488,20230703,NetBanking,Deposit,158993.78,0
555,2498,20230317,MobileApp,EMI,286615.54,0
556,405,20241023,POS,Fee,386440.88,0
557,3427,20240526,ATM,Fee,165775.17,0
558,1002,20241011,POS,Withdrawal,66666.24,0
